municipality,eur_m2,period,source
Torelló,5.44,2024,SERPAVI
"Torre de Claramunt, La",6.25,2024,SERPAVI
Torrelavit,6.33,2024,SERPAVI
Torrelles de Foix,6.04,2024,SERPAVI
Torrelles de Llobregat,9.23,2024,SERPAVI
Ullastrell,7.54,2024,SERPAVI
Vacarisses,6.1,2024,SERPAVI
Vallbona d'Anoia,5.63,2024,SERPAVI
Vallcebre,2.51,2024,SERPAVI
Vallgorguina,7.13,2024,SERPAVI
Vallirana,8.53,2024,SERPAVI
Vallromanes,8.73,2024,SERPAVI
Vic,7.07,2024,SERPAVI
Vilada,2.3,2024,SERPAVI
Viladecavalls,10.42,2024,SERPAVI
Viladecans,10.27,2024,SERPAVI
Vilanova del Camí,6.16,2024,SERPAVI
Vilanova de Sau,3.06,2024,SERPAVI
Vilobí del Penedès,3.85,2024,SERPAVI
Vilafranca del Penedès,7.44,2024,SERPAVI
Vilalba Sasserra,7.92,2024,SERPAVI
Vilanova i la Geltrú,8.84,2024,SERPAVI
Rupit i Pruit,1.9,2024,SERPAVI
Vilanova del Vallès,9.06,2024,SERPAVI
Sant Julià de Cerdanyola,2.09,2024,SERPAVI
Badia del Vallès,6.68,2024,SERPAVI
"Palma de Cervelló, La",9.29,2024,SERPAVI
Aranda de Duero,6.2,2024,SERPAVI
Arcos,4.07,2024,SERPAVI
Belorado,3.93,2024,SERPAVI
Briviesca,4.08,2024,SERPAVI
Buniel,3.75,2024,SERPAVI
Burgos,7.09,2024,SERPAVI
Cardeñadijo,6.06,2024,SERPAVI
Cardeñajimeno,3.98,2024,SERPAVI
Castrillo del Val,4.05,2024,SERPAVI
Cogollos,3.4,2024,SERPAVI
Espinosa de los Monteros,3.63,2024,SERPAVI
Fresnillo de las Dueñas,4.41,2024,SERPAVI
Fuentespina,3.15,2024,SERPAVI
Ibeas de Juarros,3.72,2024,SERPAVI
Lerma,4.27,2024,SERPAVI
Medina de Pomar,4.17,2024,SERPAVI
Melgar de Fernamental,3.99,2024,SERPAVI
Miranda de Ebro,6.26,2024,SERPAVI
Modúbar de la Emparedada,3.82,2023,SERPAVI
"Puebla de Arganzón, La",8.2,2024,SERPAVI
Quintanar de la Sierra,3.74,2024,SERPAVI
Quintanilla Vivar,4.19,2024,SERPAVI
Revillarruz,4.4,2024,SERPAVI
Roa,4.75,2024,SERPAVI
Salas de los Infantes,3.95,2024,SERPAVI
Tardajos,2.43,2021,SERPAVI
Trespaderne,3.25,2024,SERPAVI
Valdorros,3.37,2024,SERPAVI
Valle de Mena,4.99,2024,SERPAVI
Valle de Tobalina,2.81,2024,SERPAVI
Villadiego,3.92,2024,SERPAVI
Villagonzalo Pedernales,3.49,2024,SERPAVI
Villalba de Duero,3.47,2024,SERPAVI
Villalbilla de Burgos,7.43,2024,SERPAVI
Villariezo,4.28,2023,SERPAVI
Villarcayo de Merindad de Castilla la Vieja,3.91,2024,SERPAVI
Merindad de Río Ubierna,3.39,2024,SERPAVI
Alfoz de Quintanadueñas,6.55,2024,SERPAVI
Ahigal,1.53,2011,SERPAVI
Alcántara,3.61,2024,SERPAVI
Alcuéscar,2.27,2024,SERPAVI
Aldeanueva de la Vera,2.8,2024,SERPAVI
Aldeanueva del Camino,2.52,2023,SERPAVI
Almaraz,3.43,2024,SERPAVI
Almoharín,2.53,2024,SERPAVI
Arroyo de la Luz,2.99,2024,SERPAVI
Belvís de Monroy,2.37,2024,SERPAVI
Cabezuela del Valle,3.31,2024,SERPAVI
Cáceres,5.4,2024,SERPAVI
Caminomorisco,2.1,2024,SERPAVI
Cañamero,1.54,2024,SERPAVI
Cañaveral,1.55,2024,SERPAVI
Carcaboso,1.97,2022,SERPAVI
Casar de Cáceres,3.38,2024,SERPAVI
Casas del Monte,2.17,2024,SERPAVI
Ceclavín,0.97,2016,SERPAVI
Coria,3.54,2024,SERPAVI
Garrovillas de Alconétar,2.5,2023,SERPAVI
"Gordo, El",6.45,2024,SERPAVI
Guadalupe,3.14,2024,SERPAVI
Hervás,3.94,2024,SERPAVI
Hoyos,2.64,2024,SERPAVI
Jaraíz de la Vera,3.0,2024,SERPAVI
Jarandilla de la Vera,3.36,2024,SERPAVI
Jerte,2.45,2022,SERPAVI
Logrosán,2.21,2024,SERPAVI
Losar de la Vera,2.5,2024,SERPAVI
Madrigal de la Vera,3.9,2024,SERPAVI
Malpartida de Cáceres,3.0,2024,SERPAVI
Malpartida de Plasencia,4.08,2024,SERPAVI
Miajadas,3.21,2024,SERPAVI
Montánchez,2.05,2024,SERPAVI
Montehermoso,2.08,2024,SERPAVI
Moraleja,2.99,2024,SERPAVI
Navaconcejo,2.95,2024,SERPAVI
Navalmoral de la Mata,4.41,2024,SERPAVI
Pinofranqueado,2.5,2024,SERPAVI
Plasencia,4.45,2024,SERPAVI
Serradilla,1.82,2024,SERPAVI
Sierra de Fuentes,2.38,2024,SERPAVI
Talayuela,3.09,2024,SERPAVI
"Torno, El",3.01,2024,SERPAVI
Torrejoncillo,2.45,2024,SERPAVI
Torreorgaz,2.43,2023,SERPAVI
Trujillo,4.09,2024,SERPAVI
Valencia de Alcántara,2.75,2024,SERPAVI
Valverde del Fresno,2.01,2024,SERPAVI
Villanueva de la Vera,3.68,2024,SERPAVI
Villar del Pedroso,2.65,2024,SERPAVI
Zarza de Granadilla,2.3,2024,SERPAVI
Rosalejo,2.83,2024,SERPAVI
Alcalá de los Gazules,4.06,2024,SERPAVI
Alcalá del Valle,2.59,2024,SERPAVI
Algeciras,6.77,2024,SERPAVI
Algodonales,2.87,2024,SERPAVI
Arcos de la Frontera,4.19,2024,SERPAVI
Barbate,6.4,2024,SERPAVI
"Barrios, Los",6.16,2024,SERPAVI
Benaocaz,4.05,2022,SERPAVI
Bornos,3.43,2024,SERPAVI
"Bosque, El",4.67,2024,SERPAVI
Cádiz,9.07,2024,SERPAVI
Castellar de la Frontera,4.65,2024,SERPAVI
Conil de la Frontera,7.11,2024,SERPAVI
Chiclana de la Frontera,6.71,2024,SERPAVI
Chipiona,6.85,2024,SERPAVI
"Gastor, El",1.53,2019,SERPAVI
Grazalema,4.23,2024,SERPAVI
Jerez de la Frontera,6.51,2024,SERPAVI
Jimena de la Frontera,4.97,2024,SERPAVI
"Línea de la Concepción, La",7.79,2024,SERPAVI
Medina-Sidonia,4.24,2024,SERPAVI
Olvera,3.24,2024,SERPAVI
Paterna de Rivera,3.24,2024,SERPAVI
Prado del Rey,3.97,2024,SERPAVI
"Puerto de Santa María, El",7.53,2024,SERPAVI
Puerto Real,6.68,2024,SERPAVI
Puerto Serrano,2.37,2023,SERPAVI
Rota,8.1,2024,SERPAVI
San Fernando,6.72,2024,SERPAVI
Sanlúcar de Barrameda,6.63,2024,SERPAVI
San Roque,8.08,2024,SERPAVI
Setenil de las Bodegas,2.77,2024,SERPAVI
Tarifa,8.7,2024,SERPAVI
Trebujena,4.77,2024,SERPAVI
Ubrique,4.47,2024,SERPAVI
Vejer de la Frontera,4.81,2024,SERPAVI
Villamartín,3.99,2024,SERPAVI
Benalup-Casas Viejas,4.6,2024,SERPAVI
San José del Valle,4.49,2024,SERPAVI
San Martín del Tesorillo,4.01,2024,SERPAVI
Atzeneta del Maestrat,2.08,2024,SERPAVI
Albocàsser,5.14,2024,SERPAVI
Alcalà de Xivert,4.82,2024,SERPAVI
"Alcora, l'",3.49,2024,SERPAVI
Algimia de Almonacid,3.63,2023,SERPAVI
Almazora/Almassora,4.65,2024,SERPAVI
Almenara,6.45,2024,SERPAVI
Altura,3.75,2024,SERPAVI
Artana,3.09,2024,SERPAVI
Azuébar,1.21,2022,SERPAVI
Betxí,3.71,2024,SERPAVI
Benafer,1.25,2021,SERPAVI
Benasal,2.92,2024,SERPAVI
Benicarló,5.21,2024,SERPAVI
Benicasim/Benicàssim,7.41,2024,SERPAVI
Benlloch,3.62,2024,SERPAVI
Borriol,4.72,2024,SERPAVI
Borriana/Burriana,4.48,2024,SERPAVI
Cabanes,4.36,2024,SERPAVI
Càlig,4.15,2024,SERPAVI
Castellnovo,3.84,2024,SERPAVI
Castellón de la Plana/Castelló de la Plana,5.43,2024,SERPAVI
Catí,2.72,2024,SERPAVI
Caudiel,3.38,2024,SERPAVI
Cortes de Arenoso,3.24,2024,SERPAVI
Costur,3.86,2024,SERPAVI
"Coves de Vinromà, les",2.89,2024,SERPAVI
Chilches/Xilxes,6.15,2024,SERPAVI
Eslida,4.09,2024,SERPAVI
Forcall,1.92,2024,SERPAVI
Geldo,4.03,2024,SERPAVI
Jérica,3.85,2024,SERPAVI
Lucena del Cid,3.24,2024,SERPAVI
"Llosa, la",6.4,2024,SERPAVI
Moncofa,6.67,2024,SERPAVI
Montanejos,4.17,2024,SERPAVI
Morella,4.34,2024,SERPAVI
Navajas,4.86,2024,SERPAVI
Nules,4.09,2024,SERPAVI
Onda,4.55,2024,SERPAVI
Oropesa del Mar/Orpesa,6.93,2024,SERPAVI
Peníscola/Peñíscola,5.19,2024,SERPAVI
"Pobla Tornesa, la",5.42,2024,SERPAVI
Ribesalbes,2.91,2024,SERPAVI
Sant Jordi/San Jorge,5.72,2024,SERPAVI
Sant Mateu,3.19,2024,SERPAVI
San Rafael del Río,5.12,2024,SERPAVI
Segorbe,3.78,2024,SERPAVI
Sierra Engarcerán,3.13,2024,SERPAVI
Soneja,3.86,2024,SERPAVI
Sot de Ferrer,3.12,2024,SERPAVI
Sueras/Suera,2.65,2023,SERPAVI
Tales,2.84,2024,SERPAVI
Torreblanca,4.03,2024,SERPAVI
Traiguera,2.94,2024,SERPAVI
Vall d'Alba,3.41,2024,SERPAVI
"Vall d'Uixó, la",4.3,2024,SERPAVI
Vilafamés,4.04,2024,SERPAVI
Villafranca del Cid/Vilafranca,3.86,2024,SERPAVI
Vilanova d'Alcolea,1.9,2024,SERPAVI
Vila-real,4.87,2024,SERPAVI
"Vilavella, la",3.48,2024,SERPAVI
Vinaròs,5.24,2024,SERPAVI
Vistabella del Maestrazgo,4.04,2024,SERPAVI
Viver,2.96,2024,SERPAVI
Alquerías del Niño Perdido,4.9,2024,SERPAVI
Sant Joan de Moró,3.71,2024,SERPAVI
Alcázar de San Juan,5.44,2024,SERPAVI
Almadén,2.52,2024,SERPAVI
Almagro,3.72,2024,SERPAVI
Almodóvar del Campo,3.86,2024,SERPAVI
Argamasilla de Alba,3.95,2024,SERPAVI
Argamasilla de Calatrava,3.73,2024,SERPAVI
Bolaños de Calatrava,3.74,2024,SERPAVI
Calzada de Calatrava,3.15,2024,SERPAVI
Campo de Criptana,3.91,2024,SERPAVI
Carrión de Calatrava,4.05,2024,SERPAVI
Castellar de Santiago,2.26,2024,SERPAVI
Ciudad Real,5.79,2024,SERPAVI
Corral de Calatrava,2.51,2022,SERPAVI
Daimiel,3.87,2024,SERPAVI
Fuente el Fresno,2.32,2024,SERPAVI
Herencia,3.59,2024,SERPAVI
Malagón,3.53,2024,SERPAVI
Manzanares,4.33,2024,SERPAVI
Membrilla,3.82,2024,SERPAVI
Miguelturra,4.5,2024,SERPAVI
Moral de Calatrava,2.8,2024,SERPAVI
Pedro Muñoz,4.46,2024,SERPAVI
Piedrabuena,2.12,2024,SERPAVI
Poblete,4.48,2024,SERPAVI
Porzuna,2.46,2024,SERPAVI
Pozuelo de Calatrava,3.4,2024,SERPAVI
Puertollano,4.49,2024,SERPAVI
Santa Cruz de Mudela,2.78,2024,SERPAVI
Socuéllamos,3.43,2024,SERPAVI
"Solana, La",3.85,2024,SERPAVI
Tomelloso,4.51,2024,SERPAVI
Torralba de Calatrava,2.28,2024,SERPAVI
Torre de Juan Abad,2.38,2024,SERPAVI
Torrenueva,1.95,2024,SERPAVI
Valdepeñas,5.0,2024,SERPAVI
Villanueva de los Infantes,2.73,2024,SERPAVI
Villarrubia de los Ojos,3.13,2024,SERPAVI
Villarta de San Juan,2.2,2024,SERPAVI
Viso del Marqués,2.24,2024,SERPAVI
"Robledo, El",2.0,2024,SERPAVI
Adamuz,2.29,2024,SERPAVI
Aguilar de la Frontera,3.33,2024,SERPAVI
Alcaracejos,2.27,2024,SERPAVI
Almodóvar del Río,4.43,2024,SERPAVI
Baena,3.6,2024,SERPAVI
Belalcázar,1.9,2024,SERPAVI
Belmez,3.9,2024,SERPAVI
Benamejí,3.25,2024,SERPAVI
Bujalance,4.05,2024,SERPAVI
Cabra,3.96,2024,SERPAVI
Carcabuey,2.93,2024,SERPAVI
"Carlota, La",3.72,2024,SERPAVI
"Carpio, El",4.05,2024,SERPAVI
Castro del Río,2.68,2024,SERPAVI
Córdoba,7.14,2024,SERPAVI
Doña Mencía,3.13,2024,SERPAVI
Espiel,3.6,2024,SERPAVI
Fernán-Núñez,3.76,2024,SERPAVI
Fuente Obejuna,3.09,2024,SERPAVI
Fuente Palmera,3.93,2024,SERPAVI
Guadalcázar,3.51,2024,SERPAVI
Hinojosa del Duque,2.03,2024,SERPAVI
Hornachuelos,3.38,2024,SERPAVI
Lucena,4.59,2024,SERPAVI
Montalbán de Córdoba,2.89,2024,SERPAVI
Montemayor,2.49,2024,SERPAVI
Montilla,4.55,2024,SERPAVI
Montoro,3.56,2024,SERPAVI
Moriles,1.65,2024,SERPAVI
Nueva Carteya,4.39,2024,SERPAVI
Obejo,5.0,2024,SERPAVI
Palma del Río,4.12,2024,SERPAVI
Pedro Abad,3.17,2024,SERPAVI
Peñarroya-Pueblonuevo,3.58,2024,SERPAVI
Posadas,4.24,2024,SERPAVI
Pozoblanco,3.63,2024,SERPAVI
Priego de Córdoba,3.44,2024,SERPAVI
Puente Genil,4.22,2024,SERPAVI
"Rambla, La",3.58,2024,SERPAVI
Rute,3.49,2024,SERPAVI
Santaella,2.78,2024,SERPAVI
"Victoria, La",3.27,2024,SERPAVI
Villa del Río,3.85,2024,SERPAVI
Villafranca de Córdoba,4.15,2024,SERPAVI
Villaharta,3.18,2024,SERPAVI
Villanueva de Córdoba,2.55,2024,SERPAVI
Villaviciosa de Córdoba,2.57,2024,SERPAVI
"Viso, El",2.3,2024,SERPAVI
Abegondo,4.01,2024,SERPAVI
Ames,5.6,2024,SERPAVI
Aranga,2.53,2024,SERPAVI
Ares,5.15,2024,SERPAVI
Arteixo,5.11,2024,SERPAVI
Arzúa,3.81,2024,SERPAVI
"Baña, A",2.59,2024,SERPAVI
Bergondo,4.63,2024,SERPAVI
Betanzos,5.17,2024,SERPAVI
Boimorto,2.41,2024,SERPAVI
Boiro,4.17,2024,SERPAVI
Boqueixón,4.74,2024,SERPAVI
Brión,6.03,2024,SERPAVI
Cabana de Bergantiños,4.27,2024,SERPAVI
Cabanas,6.14,2024,SERPAVI
Camariñas,2.48,2024,SERPAVI
Cambre,6.01,2024,SERPAVI
Carballo,3.64,2024,SERPAVI
Carnota,4.36,2024,SERPAVI
Carral,4.5,2024,SERPAVI
Cedeira,3.66,2024,SERPAVI
Cee,3.72,2024,SERPAVI
Cerceda,3.45,2024,SERPAVI
Cerdido,2.01,2024,SERPAVI
Coirós,3.79,2024,SERPAVI
Corcubión,4.19,2024,SERPAVI
Coristanco,2.81,2024,SERPAVI
"Coruña, A",7.1,2024,SERPAVI
Culleredo,6.1,2024,SERPAVI
Curtis,3.27,2024,SERPAVI
Dodro,3.12,2024,SERPAVI
Dumbría,2.46,2024,SERPAVI
Fene,4.03,2024,SERPAVI
Ferrol,4.76,2024,SERPAVI
Fisterra,3.82,2024,SERPAVI
Frades,2.42,2024,SERPAVI
Irixoa,2.31,2024,SERPAVI
Laxe,3.14,2024,SERPAVI
"Laracha, A",3.78,2024,SERPAVI
Lousame,1.91,2024,SERPAVI
Malpica de Bergantiños,4.57,2024,SERPAVI
Mañón,2.34,2024,SERPAVI
Mazaricos,2.85,2024,SERPAVI
Melide,3.23,2024,SERPAVI
Mesía,2.67,2021,SERPAVI
Miño,4.76,2024,SERPAVI
Moeche,2.91,2024,SERPAVI
Monfero,1.69,2024,SERPAVI
Mugardos,4.4,2024,SERPAVI
Muxía,3.01,2024,SERPAVI
Muros,3.42,2024,SERPAVI
Narón,4.25,2024,SERPAVI
Neda,3.2,2024,SERPAVI
Negreira,3.65,2024,SERPAVI
Noia,3.81,2024,SERPAVI
Oleiros,6.69,2024,SERPAVI
Ordes,3.85,2024,SERPAVI
Oroso,4.66,2024,SERPAVI
Ortigueira,3.49,2024,SERPAVI
Outes,3.04,2024,SERPAVI
Paderne,3.06,2024,SERPAVI
Padrón,4.41,2024,SERPAVI
"Pino, O",4.44,2024,SERPAVI
"Pobra do Caramiñal, A",4.17,2024,SERPAVI
Ponteceso,2.92,2024,SERPAVI
Pontedeume,4.24,2024,SERPAVI
"Pontes de García Rodríguez, As",3.03,2024,SERPAVI
Porto do Son,4.72,2024,SERPAVI
Rianxo,4.01,2024,SERPAVI
Ribeira,4.71,2024,SERPAVI
Rois,4.71,2024,SERPAVI
Sada,5.77,2024,SERPAVI
San Sadurniño,2.65,2024,SERPAVI
Santa Comba,3.16,2024,SERPAVI
Santiago de Compostela,7.21,2024,SERPAVI
Sobrado,2.89,2024,SERPAVI
"Somozas, As",3.18,2024,SERPAVI
Teo,5.24,2024,SERPAVI
Tordoia,2.65,2024,SERPAVI
Touro,2.94,2024,SERPAVI
Trazo,2.78,2024,SERPAVI
Valdoviño,4.32,2024,SERPAVI
Val do Dubra,3.14,2024,SERPAVI
Vedra,3.21,2024,SERPAVI
Vilasantar,2.94,2024,SERPAVI
Vilarmaior,2.97,2024,SERPAVI
Vimianzo,2.38,2024,SERPAVI
Zas,2.61,2024,SERPAVI
Cariño,3.18,2024,SERPAVI
Oza-Cesuras,4.08,2024,SERPAVI
Chillarón de Cuenca,5.42,2024,SERPAVI
Barajas de Melo,4.32,2024,SERPAVI
Belmonte,3.1,2024,SERPAVI
Campillo de Altobuey,3.18,2024,SERPAVI
Cañete,2.55,2024,SERPAVI
Carboneras de Guadazaón,2.17,2024,SERPAVI
Casasimarro,2.79,2024,SERPAVI
Cuenca,5.62,2024,SERPAVI
Fuente de Pedro Naharro,2.81,2024,SERPAVI
Honrubia,3.13,2024,SERPAVI
Horcajo de Santiago,4.01,2024,SERPAVI
Huete,2.68,2022,SERPAVI
Iniesta,3.14,2024,SERPAVI
Landete,2.17,2024,SERPAVI
Ledaña,2.29,2024,SERPAVI
"Mesas, Las",1.85,2024,SERPAVI
Minglanilla,2.82,2024,SERPAVI
Mira,1.84,2024,SERPAVI
Montalbo,3.41,2024,SERPAVI
Mota del Cuervo,2.84,2024,SERPAVI
Motilla del Palancar,4.57,2024,SERPAVI
Palomera,3.62,2024,SERPAVI
"Pedroñeras, Las",3.24,2024,SERPAVI
"Picazo, El",2.91,2024,SERPAVI
Priego,2.35,2024,SERPAVI
"Provencio, El",2.2,2024,SERPAVI
Quintanar del Rey,2.94,2024,SERPAVI
Saelices,2.52,2024,SERPAVI
San Clemente,3.27,2024,SERPAVI
San Lorenzo de la Parrilla,2.19,2024,SERPAVI
Sisante,2.61,2024,SERPAVI
Talayuelas,1.93,2024,SERPAVI
Tarancón,5.26,2024,SERPAVI
Valverde de Júcar,2.44,2024,SERPAVI
Villamayor de Santiago,2.48,2024,SERPAVI
Villanueva de la Jara,3.51,2024,SERPAVI
Villar de Olalla,4.79,2024,SERPAVI
Zarza de Tajo,4.32,2024,SERPAVI
Fuentenava de Jábaga,2.99,2023,SERPAVI
Arcas del Villar,4.92,2024,SERPAVI
Agullana,4.31,2024,SERPAVI
Aiguaviva,4.59,2024,SERPAVI
Albanyà,2.73,2024,SERPAVI
Albons,7.26,2024,SERPAVI
"Far d'Empordà, El",4.37,2022,SERPAVI
Alp,8.21,2024,SERPAVI
Amer,5.41,2024,SERPAVI
Anglès,5.29,2024,SERPAVI
Arbúcies,5.44,2024,SERPAVI
Argelaguer,4.13,2024,SERPAVI
"Armentera, L'",4.92,2024,SERPAVI
Avinyonet de Puigventós,5.27,2024,SERPAVI
Begur,7.84,2024,SERPAVI
"Vajol, La",5.06,2024,SERPAVI
Banyoles,6.45,2024,SERPAVI
Bàscara,6.49,2024,SERPAVI
Bellcaire d'Empordà,6.58,2024,SERPAVI
Besalú,6.43,2024,SERPAVI
Bescanó,6.93,2024,SERPAVI
Beuda,1.5,2018,SERPAVI
"Bisbal d'Empordà, La",5.71,2024,SERPAVI
Blanes,7.94,2024,SERPAVI
Bolvir,8.33,2024,SERPAVI
Bordils,6.76,2024,SERPAVI
Borrassà,5.0,2024,SERPAVI
Breda,5.95,2024,SERPAVI
Brunyola,2.38,2024,SERPAVI
Boadella i les Escaules,2.52,2024,SERPAVI
Cabanes,7.45,2024,SERPAVI
Cabanelles,3.87,2021,SERPAVI
Cadaqués,9.44,2024,SERPAVI
Caldes de Malavella,7.29,2024,SERPAVI
Calonge,8.49,2024,SERPAVI
Camós,5.06,2024,SERPAVI
Campdevànol,5.43,2024,SERPAVI
Campllong,5.08,2024,SERPAVI
Camprodon,6.26,2024,SERPAVI
Canet d'Adri,2.92,2024,SERPAVI
Cantallops,4.44,2024,SERPAVI
Capmany,3.4,2024,SERPAVI
Cassà de la Selva,6.77,2024,SERPAVI
Castellfollit de la Roca,5.88,2024,SERPAVI
Castelló d'Empúries,8.27,2024,SERPAVI
Castell-Platja d'Aro,9.72,2024,SERPAVI
Celrà,7.04,2024,SERPAVI
Cervià de Ter,4.51,2024,SERPAVI
Colera,6.36,2024,SERPAVI
Colomers,2.42,2020,SERPAVI
Cornellà del Terri,6.88,2024,SERPAVI
Corçà,5.46,2024,SERPAVI
Crespià,3.46,2023,SERPAVI
Darnius,3.76,2024,SERPAVI
Das,5.28,2024,SERPAVI
"Escala, L'",7.84,2024,SERPAVI
Espinelves,5.33,2024,SERPAVI
Espolla,3.47,2024,SERPAVI
Esponellà,2.82,2024,SERPAVI
Figueres,6.14,2024,SERPAVI
Flaçà,6.59,2024,SERPAVI
Foixà,3.5,2024,SERPAVI
Fontanals de Cerdanya,7.2,2024,SERPAVI
Fontcoberta,5.22,2024,SERPAVI
Fornells de la Selva,9.24,2024,SERPAVI
Fortià,3.74,2024,SERPAVI
Garrigàs,5.32,2024,SERPAVI
Garriguella,5.01,2024,SERPAVI
Ger,6.09,2024,SERPAVI
Girona,9.13,2024,SERPAVI
Gualta,3.65,2024,SERPAVI
Guils de Cerdanya,5.64,2024,SERPAVI
Hostalric,6.34,2024,SERPAVI
Isòvol,3.7,2024,SERPAVI
"Jonquera, La",5.79,2024,SERPAVI
Juià,3.87,2024,SERPAVI
Lladó,4.41,2024,SERPAVI
Llagostera,6.49,2024,SERPAVI
Llambilles,5.55,2024,SERPAVI
Llanars,6.44,2024,SERPAVI
Llançà,7.65,2024,SERPAVI
Llers,4.18,2024,SERPAVI
Llívia,8.11,2024,SERPAVI
Lloret de Mar,8.68,2024,SERPAVI
Madremanya,3.77,2024,SERPAVI
Maià de Montcal,4.48,2024,SERPAVI
Massanes,2.24,2024,SERPAVI
Maçanet de Cabrenys,5.38,2024,SERPAVI
Maçanet de la Selva,5.94,2024,SERPAVI
Mieres,3.48,2024,SERPAVI
Molló,3.93,2024,SERPAVI
Montagut i Oix,3.74,2024,SERPAVI
Mont-ras,4.11,2024,SERPAVI
Navata,6.98,2024,SERPAVI
Ogassa,4.1,2020,SERPAVI
Olot,6.18,2024,SERPAVI
Osor,4.2,2024,SERPAVI
Palafrugell,6.72,2024,SERPAVI
Palamós,7.77,2024,SERPAVI
Palau-saverdera,6.1,2024,SERPAVI
Palau-sator,3.37,2024,SERPAVI
Pals,7.5,2024,SERPAVI
Pardines,6.03,2023,SERPAVI
Parlavà,4.42,2024,SERPAVI
Pau,3.68,2024,SERPAVI
"Pera, La",2.98,2024,SERPAVI
Peralada,6.35,2024,SERPAVI
"Planes d'Hostoles, Les",5.14,2024,SERPAVI
Planoles,5.62,2020,SERPAVI
Pontós,2.96,2024,SERPAVI
Porqueres,6.38,2024,SERPAVI
Portbou,5.35,2024,SERPAVI
"Preses, Les",6.25,2024,SERPAVI
"Port de la Selva, El",8.19,2024,SERPAVI
Puigcerdà,6.96,2024,SERPAVI
Quart,8.64,2024,SERPAVI
Rabós,4.21,2024,SERPAVI
Ribes de Freser,5.22,2024,SERPAVI
Riells i Viabrea,8.51,2024,SERPAVI
Ripoll,5.58,2024,SERPAVI
Riudarenes,7.81,2024,SERPAVI
Riudaura,5.39,2024,SERPAVI
Riudellots de la Selva,7.31,2024,SERPAVI
Riumors,3.27,2024,SERPAVI
Roses,7.38,2024,SERPAVI
Rupià,4.3,2024,SERPAVI
Salt,6.55,2024,SERPAVI
Sant Climent Sescebes,2.82,2024,SERPAVI
Sant Feliu de Buixalleu,5.97,2024,SERPAVI
Sant Feliu de Guíxols,7.38,2024,SERPAVI
Sant Feliu de Pallerols,5.8,2024,SERPAVI
Sant Gregori,7.76,2024,SERPAVI
Sant Hilari Sacalm,5.31,2024,SERPAVI
Sant Jaume de Llierca,6.84,2024,SERPAVI
Sant Jordi Desvalls,8.35,2024,SERPAVI
Sant Joan de les Abadesses,4.64,2024,SERPAVI
Sant Joan de Mollet,5.72,2024,SERPAVI
Sant Julià de Ramis,8.51,2024,SERPAVI
Sant Llorenç de la Muga,5.07,2024,SERPAVI
Sant Martí de Llémena,3.72,2024,SERPAVI
Sant Miquel de Fluvià,3.85,2024,SERPAVI
Sant Mori,2.52,2024,SERPAVI
Sant Pau de Segúries,5.38,2024,SERPAVI
Sant Pere Pescador,5.61,2024,SERPAVI
Santa Coloma de Farners,6.69,2024,SERPAVI
Santa Cristina d'Aro,6.59,2024,SERPAVI
Santa Llogaia d'Àlguema,4.13,2024,SERPAVI
Sant Aniol de Finestres,3.96,2024,SERPAVI
Santa Pau,5.36,2024,SERPAVI
Sant Joan les Fonts,5.96,2024,SERPAVI
Sarrià de Ter,7.4,2024,SERPAVI
"Saus, Camallera i Llampaies",4.93,2024,SERPAVI
"Selva de Mar, La",4.85,2021,SERPAVI
"Cellera de Ter, La",5.02,2024,SERPAVI
Serinyà,6.5,2024,SERPAVI
Serra de Daró,6.01,2018,SERPAVI
Setcases,5.37,2024,SERPAVI
Sils,7.4,2024,SERPAVI
"Tallada d'Empordà, La",2.63,2024,SERPAVI
Terrades,3.15,2024,SERPAVI
Torroella de Fluvià,6.78,2024,SERPAVI
Torroella de Montgrí,6.65,2024,SERPAVI
Tortellà,3.43,2024,SERPAVI
Tossa de Mar,8.26,2024,SERPAVI
Ultramort,4.21,2024,SERPAVI
Ullà,5.09,2024,SERPAVI
Ullastret,4.74,2024,SERPAVI
"Vall d'en Bas, La",6.07,2024,SERPAVI
"Vall de Bianya, La",4.21,2024,SERPAVI
Vall-llobrega,4.13,2024,SERPAVI
Ventalló,4.87,2024,SERPAVI
Verges,5.29,2024,SERPAVI
Vidreres,6.57,2024,SERPAVI
Vilabertran,6.25,2024,SERPAVI
Vilablareix,9.75,2024,SERPAVI
Viladamat,4.78,2024,SERPAVI
Vilademuls,3.28,2024,SERPAVI
Viladrau,6.53,2024,SERPAVI
Vilafant,6.98,2024,SERPAVI
Vilajuïga,6.43,2024,SERPAVI
Vilallonga de Ter,5.2,2024,SERPAVI
Vilamacolum,4.76,2023,SERPAVI
Vilamalla,7.38,2024,SERPAVI
Vilanant,3.8,2024,SERPAVI
Vila-sacra,6.28,2024,SERPAVI
Vilopriu,3.82,2024,SERPAVI
Vilobí d'Onyar,6.13,2024,SERPAVI
"Cruïlles, Monells i Sant Sadurní de l'Heura",4.92,2024,SERPAVI
Forallac,7.96,2024,SERPAVI
Sant Julià del Llor i Bonmatí,5.91,2024,SERPAVI
Albolote,6.34,2024,SERPAVI
Albuñol,4.44,2024,SERPAVI
Alfacar,4.49,2024,SERPAVI
Alhama de Granada,3.67,2024,SERPAVI
Alhendín,6.04,2024,SERPAVI
Almuñécar,6.78,2024,SERPAVI
Armilla,6.76,2024,SERPAVI
