municipality,eur_m2,period,source
Cartes,6.61,2024,SERPAVI
Castañeda,6.36,2024,SERPAVI
Castro-Urdiales,8.2,2024,SERPAVI
Cillorigo de Liébana,5.97,2024,SERPAVI
Colindres,5.68,2024,SERPAVI
Comillas,6.85,2024,SERPAVI
"Corrales de Buelna, Los",5.39,2024,SERPAVI
Corvera de Toranzo,4.38,2024,SERPAVI
Campoo de Enmedio,5.06,2024,SERPAVI
Entrambasaguas,5.91,2024,SERPAVI
Escalante,4.55,2024,SERPAVI
Guriezo,5.08,2024,SERPAVI
Hazas de Cesto,4.92,2024,SERPAVI
Hermandad de Campoo de Suso,4.46,2024,SERPAVI
Laredo,6.67,2024,SERPAVI
Liendo,3.1,2020,SERPAVI
Liérganes,6.17,2024,SERPAVI
Limpias,5.71,2024,SERPAVI
Marina de Cudeyo,6.72,2024,SERPAVI
Mazcuerras,3.73,2024,SERPAVI
Medio Cudeyo,6.18,2024,SERPAVI
Meruelo,5.33,2024,SERPAVI
Miengo,7.73,2024,SERPAVI
Molledo,2.69,2024,SERPAVI
Noja,6.96,2024,SERPAVI
Penagos,5.04,2024,SERPAVI
Piélagos,6.4,2024,SERPAVI
Polanco,7.21,2024,SERPAVI
Potes,4.95,2024,SERPAVI
Puente Viesgo,5.35,2024,SERPAVI
Ramales de la Victoria,5.0,2024,SERPAVI
Rasines,3.22,2021,SERPAVI
Reinosa,5.19,2024,SERPAVI
Reocín,5.78,2024,SERPAVI
Ribamontán al Mar,7.74,2024,SERPAVI
Ribamontán al Monte,6.32,2024,SERPAVI
Rionansa,4.55,2023,SERPAVI
Riotuerto,4.79,2024,SERPAVI
Ruente,3.12,2024,SERPAVI
Ruiloba,8.82,2024,SERPAVI
San Felices de Buelna,4.25,2024,SERPAVI
Santa Cruz de Bezana,7.35,2024,SERPAVI
Santa María de Cayón,5.7,2024,SERPAVI
Santander,8.28,2024,SERPAVI
Santillana del Mar,5.62,2024,SERPAVI
Santiurde de Toranzo,4.46,2024,SERPAVI
Santoña,5.8,2024,SERPAVI
San Vicente de la Barquera,5.55,2024,SERPAVI
Selaya,4.16,2024,SERPAVI
Solórzano,6.67,2024,SERPAVI
Suances,6.9,2024,SERPAVI
Torrelavega,6.27,2024,SERPAVI
Udías,6.78,2024,SERPAVI
Valdáliga,5.48,2024,SERPAVI
Valdeolea,4.72,2024,SERPAVI
Valderredible,3.17,2020,SERPAVI
Val de San Vicente,5.49,2024,SERPAVI
Villacarriedo,3.67,2024,SERPAVI
Villaescusa,5.04,2024,SERPAVI
Villafufre,2.85,2024,SERPAVI
Voto,5.35,2024,SERPAVI
Ayllón,3.83,2024,SERPAVI
Bernuy de Porreros,6.51,2024,SERPAVI
Boceguillas,3.75,2024,SERPAVI
Cantalejo,4.0,2024,SERPAVI
Cantimpalos,5.49,2024,SERPAVI
Carbonero el Mayor,3.89,2024,SERPAVI
Coca,5.22,2024,SERPAVI
Cuéllar,4.38,2024,SERPAVI
Chañe,3.32,2024,SERPAVI
Encinillas,4.01,2024,SERPAVI
"Espinar, El",5.77,2024,SERPAVI
Espirdo,6.1,2024,SERPAVI
Fresno de Cantespino,4.59,2022,SERPAVI
Garcillán,4.13,2024,SERPAVI
Gomezserracín,2.99,2024,SERPAVI
Grajera,4.05,2024,SERPAVI
Hontanares de Eresma,5.68,2024,SERPAVI
Ituero y Lama,4.82,2024,SERPAVI
"Lastrilla, La",6.18,2024,SERPAVI
"Losa, La",4.79,2024,SERPAVI
Marugán,4.3,2024,SERPAVI
Matabuena,3.44,2024,SERPAVI
Mozoncillo,5.94,2024,SERPAVI
Nava de la Asunción,3.91,2024,SERPAVI
Navalmanzano,2.34,2024,SERPAVI
Navas de Oro,2.81,2024,SERPAVI
Nieva,3.08,2015,SERPAVI
Otero de Herreros,4.93,2024,SERPAVI
Palazuelos de Eresma,6.32,2024,SERPAVI
Pedraza,2.78,2022,SERPAVI
Prádena,3.7,2024,SERPAVI
Riaza,4.97,2024,SERPAVI
Roda de Eresma,4.01,2024,SERPAVI
Sanchonuño,3.72,2024,SERPAVI
Real Sitio de San Ildefonso,6.22,2024,SERPAVI
Segovia,6.86,2024,SERPAVI
Sepúlveda,3.52,2024,SERPAVI
Torrecaballeros,6.15,2024,SERPAVI
Trescasas,4.3,2024,SERPAVI
Turégano,4.11,2024,SERPAVI
Valverde del Majano,5.92,2024,SERPAVI
Villacastín,4.55,2024,SERPAVI
Ortigosa del Monte,4.31,2024,SERPAVI
Navas de Riofrío,5.42,2024,SERPAVI
San Cristóbal de Segovia,5.92,2024,SERPAVI
Aguadulce,2.57,2024,SERPAVI
Albaida del Aljarafe,4.21,2024,SERPAVI
Alcalá de Guadaíra,6.29,2024,SERPAVI
Alcalá del Río,5.09,2024,SERPAVI
Alcolea del Río,2.51,2024,SERPAVI
"Algaba, La",6.06,2024,SERPAVI
Almadén de la Plata,3.42,2024,SERPAVI
Almensilla,5.39,2024,SERPAVI
Arahal,4.75,2024,SERPAVI
Aznalcázar,6.16,2024,SERPAVI
Aznalcóllar,2.99,2024,SERPAVI
Benacazón,4.55,2024,SERPAVI
Bollullos de la Mitación,5.54,2024,SERPAVI
Bormujos,8.05,2024,SERPAVI
Brenes,5.0,2024,SERPAVI
Burguillos,4.57,2024,SERPAVI
"Cabezas de San Juan, Las",4.04,2024,SERPAVI
Camas,7.45,2024,SERPAVI
"Campana, La",2.34,2024,SERPAVI
Cantillana,3.57,2024,SERPAVI
Carmona,5.56,2024,SERPAVI
Carrión de los Céspedes,3.01,2024,SERPAVI
Casariche,1.97,2024,SERPAVI
Castilblanco de los Arroyos,2.89,2024,SERPAVI
Castilleja de Guzmán,4.96,2024,SERPAVI
Castilleja de la Cuesta,6.71,2024,SERPAVI
"Castillo de las Guardas, El",2.74,2024,SERPAVI
Cazalla de la Sierra,3.64,2024,SERPAVI
Constantina,3.88,2024,SERPAVI
Coria del Río,5.94,2024,SERPAVI
"Coronil, El",2.85,2024,SERPAVI
"Corrales, Los",1.93,2024,SERPAVI
Dos Hermanas,7.45,2024,SERPAVI
Écija,3.89,2024,SERPAVI
Espartinas,9.67,2024,SERPAVI
Estepa,3.72,2024,SERPAVI
Fuentes de Andalucía,2.6,2024,SERPAVI
Gelves,7.81,2024,SERPAVI
Gerena,4.57,2024,SERPAVI
Gines,6.67,2024,SERPAVI
Guadalcanal,1.8,2024,SERPAVI
Guillena,5.27,2024,SERPAVI
Herrera,2.74,2024,SERPAVI
Huévar del Aljarafe,4.0,2024,SERPAVI
"Lantejuela, La",2.4,2024,SERPAVI
Lebrija,4.17,2024,SERPAVI
Lora del Río,4.24,2024,SERPAVI
"Luisiana, La",2.27,2024,SERPAVI
Mairena del Alcor,4.9,2024,SERPAVI
Mairena del Aljarafe,8.44,2024,SERPAVI
Marchena,4.5,2024,SERPAVI
"Molares, Los",3.54,2024,SERPAVI
Montellano,3.01,2024,SERPAVI
Morón de la Frontera,4.58,2024,SERPAVI
Olivares,5.55,2024,SERPAVI
Osuna,3.99,2024,SERPAVI
"Palacios y Villafranca, Los",4.79,2024,SERPAVI
Palomares del Río,6.6,2024,SERPAVI
Paradas,3.01,2024,SERPAVI
"Pedroso, El",4.38,2024,SERPAVI
Peñaflor,2.91,2024,SERPAVI
Pilas,5.16,2024,SERPAVI
"Puebla de Cazalla, La",3.59,2024,SERPAVI
"Puebla de los Infantes, La",2.79,2024,SERPAVI
"Puebla del Río, La",5.46,2024,SERPAVI
"Real de la Jara, El",3.07,2024,SERPAVI
"Rinconada, La",6.25,2024,SERPAVI
"Roda de Andalucía, La",2.52,2024,SERPAVI
"Ronquillo, El",4.17,2024,SERPAVI
"Rubio, El",2.15,2024,SERPAVI
Salteras,6.55,2024,SERPAVI
San Juan de Aznalfarache,7.9,2024,SERPAVI
Sanlúcar la Mayor,6.74,2024,SERPAVI
Santiponce,6.21,2024,SERPAVI
"Saucejo, El",2.68,2024,SERPAVI
Sevilla,9.17,2024,SERPAVI
Tocina,4.35,2024,SERPAVI
Tomares,7.64,2024,SERPAVI
Umbrete,5.85,2024,SERPAVI
Utrera,5.43,2024,SERPAVI
Valencina de la Concepción,7.61,2024,SERPAVI
Villamanrique de la Condesa,5.6,2024,SERPAVI
Villanueva del Ariscal,4.85,2024,SERPAVI
Villanueva del Río y Minas,3.4,2024,SERPAVI
Villaverde del Río,3.38,2024,SERPAVI
"Viso del Alcor, El",4.94,2024,SERPAVI
Cañada Rosal,2.77,2024,SERPAVI
Isla Mayor,6.03,2024,SERPAVI
"Cuervo de Sevilla, El",4.32,2024,SERPAVI
Ágreda,3.75,2024,SERPAVI
Almazán,4.63,2024,SERPAVI
Arcos de Jalón,4.12,2024,SERPAVI
Berlanga de Duero,3.07,2024,SERPAVI
Burgo de Osma-Ciudad de Osma,4.49,2024,SERPAVI
Covaleda,3.69,2024,SERPAVI
Garray,6.57,2024,SERPAVI
Golmayo,7.72,2024,SERPAVI
Medinaceli,3.89,2024,SERPAVI
Ólvega,4.25,2024,SERPAVI
Quintana Redonda,2.54,2011,SERPAVI
"Rábanos, Los",3.65,2024,SERPAVI
San Esteban de Gormaz,3.92,2024,SERPAVI
San Leonardo de Yagüe,3.89,2024,SERPAVI
San Pedro Manrique,3.12,2018,SERPAVI
Soria,6.75,2024,SERPAVI
Vinuesa,4.74,2024,SERPAVI
Aiguamúrcia,5.71,2024,SERPAVI
Albinyana,6.59,2024,SERPAVI
Alcanar,4.94,2024,SERPAVI
Alcover,5.45,2024,SERPAVI
Aldover,3.05,2024,SERPAVI
"Aleixar, L'",4.3,2024,SERPAVI
Alforja,5.31,2024,SERPAVI
Almoster,7.08,2024,SERPAVI
Altafulla,9.53,2024,SERPAVI
"Ametlla de Mar, L'",5.34,2024,SERPAVI
Amposta,4.85,2024,SERPAVI
"Arboç, L'",5.91,2024,SERPAVI
Ascó,3.47,2024,SERPAVI
Banyeres del Penedès,5.18,2024,SERPAVI
Barberà de la Conca,3.4,2024,SERPAVI
Batea,2.35,2024,SERPAVI
Bellvei,7.12,2024,SERPAVI
Benissanet,3.95,2024,SERPAVI
"Bisbal del Penedès, La",4.75,2024,SERPAVI
Blancafort,3.66,2024,SERPAVI
Bonastre,5.62,2024,SERPAVI
"Borges del Camp, Les",5.07,2024,SERPAVI
Botarell,5.88,2024,SERPAVI
Cabra del Camp,5.45,2024,SERPAVI
Calafell,8.65,2024,SERPAVI
Cambrils,8.0,2024,SERPAVI
Castellvell del Camp,5.16,2024,SERPAVI
"Catllar, El",5.4,2024,SERPAVI
"Sénia, La",3.19,2024,SERPAVI
Constantí,5.31,2024,SERPAVI
Corbera d'Ebre,4.13,2011,SERPAVI
Cornudella de Montsant,5.25,2024,SERPAVI
Creixell,7.75,2024,SERPAVI
Cunit,8.43,2024,SERPAVI
Xerta,2.86,2024,SERPAVI
"Espluga de Francolí, L'",5.14,2024,SERPAVI
Falset,4.94,2024,SERPAVI
Flix,3.91,2024,SERPAVI
"Galera, La",1.93,2024,SERPAVI
Gandesa,3.7,2024,SERPAVI
Horta de Sant Joan,2.25,2024,SERPAVI
Llorenç del Penedès,5.54,2024,SERPAVI
Marçà,3.55,2024,SERPAVI
Masdenverge,3.59,2024,SERPAVI
Masllorenç,4.62,2024,SERPAVI
Maspujols,5.41,2024,SERPAVI
Montblanc,4.8,2024,SERPAVI
Montbrió del Camp,6.89,2024,SERPAVI
Montferri,4.8,2024,SERPAVI
"Montmell, El",4.6,2024,SERPAVI
Mont-roig del Camp,7.22,2024,SERPAVI
Móra d'Ebre,4.51,2024,SERPAVI
Móra la Nova,3.64,2024,SERPAVI
"Morell, El",6.25,2024,SERPAVI
"Nou de Gaià, La",3.34,2021,SERPAVI
Nulles,5.05,2023,SERPAVI
"Pallaresos, Els",6.98,2024,SERPAVI
Perafort,5.36,2024,SERPAVI
"Perelló, El",3.7,2024,SERPAVI
Pira,4.02,2021,SERPAVI
"Pla de Santa Maria, El",5.4,2024,SERPAVI
"Pobla de Mafumet, La",6.73,2024,SERPAVI
"Pobla de Montornès, La",6.13,2024,SERPAVI
"Pont d'Armentera, El",3.36,2023,SERPAVI
Prades,3.71,2024,SERPAVI
Pratdip,4.72,2016,SERPAVI
Puigpelat,6.87,2024,SERPAVI
Reus,6.44,2024,SERPAVI
"Riba, La",5.17,2024,SERPAVI
Riba-roja d'Ebre,3.01,2024,SERPAVI
"Riera de Gaià, La",5.84,2024,SERPAVI
Riudecanyes,6.5,2024,SERPAVI
Riudecols,7.13,2024,SERPAVI
Riudoms,5.46,2024,SERPAVI
Roda de Barà,7.3,2024,SERPAVI
Rodonyà,3.98,2024,SERPAVI
Roquetes,4.61,2024,SERPAVI
Salomó,4.25,2024,SERPAVI
Sant Carles de la Ràpita,5.51,2024,SERPAVI
Sant Jaume dels Domenys,5.15,2024,SERPAVI
Santa Bàrbara,4.22,2024,SERPAVI
Santa Coloma de Queralt,4.62,2024,SERPAVI
Santa Oliva,5.56,2024,SERPAVI
Sarral,3.78,2024,SERPAVI
"Secuita, La",6.25,2024,SERPAVI
"Selva del Camp, La",5.77,2024,SERPAVI
Solivella,3.53,2024,SERPAVI
Tarragona,7.5,2024,SERPAVI
Tivenys,4.53,2024,SERPAVI
Tivissa,4.47,2024,SERPAVI
Torredembarra,7.33,2024,SERPAVI
Tortosa,5.13,2024,SERPAVI
Ulldecona,3.78,2024,SERPAVI
Vallmoll,4.41,2024,SERPAVI
Valls,5.62,2024,SERPAVI
Vandellòs i l'Hospitalet de l'Infant,6.7,2024,SERPAVI
"Vendrell, El",7.0,2024,SERPAVI
Vespella de Gaià,4.68,2024,SERPAVI
Vilallonga del Camp,6.32,2024,SERPAVI
Vilanova d'Escornalbou,7.85,2021,SERPAVI
Vilaplana,3.33,2019,SERPAVI
Vila-rodona,4.43,2024,SERPAVI
Vila-seca,7.05,2024,SERPAVI
Vilaverd,4.48,2024,SERPAVI
Vimbodí i Poblet,3.81,2024,SERPAVI
Vinyols i els Arcs,7.5,2024,SERPAVI
Deltebre,5.41,2024,SERPAVI
Sant Jaume d'Enveja,5.44,2024,SERPAVI
Camarles,5.15,2024,SERPAVI
"Aldea, L'",4.79,2024,SERPAVI
Salou,8.22,2024,SERPAVI
"Ampolla, L'",6.87,2024,SERPAVI
"Canonja, La",5.68,2024,SERPAVI
Albalate del Arzobispo,3.39,2024,SERPAVI
Albarracín,4.82,2024,SERPAVI
Alcañiz,4.5,2024,SERPAVI
Alcorisa,3.31,2024,SERPAVI
Andorra,3.76,2024,SERPAVI
Ariño,2.57,2024,SERPAVI
Beceite,4.51,2024,SERPAVI
Bronchales,5.65,2024,SERPAVI
Calaceite,2.85,2024,SERPAVI
Calamocha,4.36,2024,SERPAVI
Calanda,3.39,2024,SERPAVI
Cantavieja,3.21,2023,SERPAVI
Castelserás,1.72,2024,SERPAVI
Cedrillas,3.17,2023,SERPAVI
Cella,3.95,2024,SERPAVI
"Fresneda, La",1.8,2024,SERPAVI
Híjar,3.63,2024,SERPAVI
Manzanera,3.47,2024,SERPAVI
Mas de las Matas,3.45,2024,SERPAVI
Monreal del Campo,3.06,2024,SERPAVI
Montalbán,4.14,2020,SERPAVI
Mora de Rubielos,4.84,2024,SERPAVI
Muniesa,2.0,2024,SERPAVI
Olba,2.29,2024,SERPAVI
"Puebla de Híjar, La",3.27,2024,SERPAVI
Rubielos de Mora,3.89,2024,SERPAVI
Samper de Calanda,1.41,2024,SERPAVI
Santa Eulalia,2.19,2024,SERPAVI
Sarrión,3.57,2024,SERPAVI
Teruel,5.82,2024,SERPAVI
Utrillas,3.69,2024,SERPAVI
Valdeltormo,2.58,2022,SERPAVI
Valderrobres,4.07,2024,SERPAVI
Villastar,4.37,2024,SERPAVI
Ajofrín,2.92,2024,SERPAVI
Alameda de la Sagra,5.15,2024,SERPAVI
Albarreal de Tajo,3.11,2024,SERPAVI
Alcabón,2.31,2024,SERPAVI
Alcaudete de la Jara,2.18,2024,SERPAVI
Almonacid de Toledo,5.62,2024,SERPAVI
Almorox,4.6,2024,SERPAVI
Añover de Tajo,4.16,2024,SERPAVI
Arcicóllar,3.73,2024,SERPAVI
Argés,4.82,2024,SERPAVI
Barcience,3.05,2024,SERPAVI
Bargas,6.9,2024,SERPAVI
Belvís de la Jara,2.09,2024,SERPAVI
Borox,6.19,2024,SERPAVI
Buenaventura,1.45,2023,SERPAVI
Burguillos de Toledo,6.15,2024,SERPAVI
Cabañas de la Sagra,4.48,2024,SERPAVI
Calera y Chozas,3.3,2024,SERPAVI
Camarena,5.67,2024,SERPAVI
Camarenilla,3.1,2024,SERPAVI
Camuñas,2.08,2024,SERPAVI
Carmena,6.95,2024,SERPAVI
"Carpio de Tajo, El",2.8,2024,SERPAVI
Carranque,6.39,2024,SERPAVI
"Casar de Escalona, El",5.97,2024,SERPAVI
Casarrubios del Monte,6.22,2024,SERPAVI
Cazalegas,4.83,2024,SERPAVI
Cebolla,3.75,2024,SERPAVI
Cedillo del Condado,6.32,2024,SERPAVI
Ciruelos,3.97,2024,SERPAVI
Cobeja,5.74,2024,SERPAVI
Cobisa,6.72,2024,SERPAVI
Consuegra,3.68,2024,SERPAVI
Corral de Almaguer,3.92,2024,SERPAVI
Cuerva,2.34,2024,SERPAVI
Chozas de Canales,2.93,2024,SERPAVI
Dosbarrios,4.2,2024,SERPAVI
Escalona,3.48,2024,SERPAVI
Escalonilla,3.77,2024,SERPAVI
Esquivias,5.28,2024,SERPAVI
Fuensalida,4.54,2024,SERPAVI
Gálvez,3.56,2024,SERPAVI
Gerindote,5.0,2024,SERPAVI
Guadamur,6.83,2024,SERPAVI
"Guardia, La",3.55,2024,SERPAVI
"Herencias, Las",2.22,2024,SERPAVI
Hormigos,2.61,2024,SERPAVI
Huerta de Valdecarábanos,2.87,2024,SERPAVI
"Iglesuela, La",2.68,2024,SERPAVI
Illescas,6.88,2024,SERPAVI
Lagartera,1.89,2024,SERPAVI
Layos,4.7,2024,SERPAVI
Lillo,2.6,2024,SERPAVI
Lominchar,5.62,2024,SERPAVI
Lucillos,4.55,2024,SERPAVI
Madridejos,3.89,2024,SERPAVI
Magán,5.71,2024,SERPAVI
Malpica de Tajo,2.6,2024,SERPAVI
Maqueda,5.08,2024,SERPAVI
"Mata, La",2.96,2024,SERPAVI
Mazarambroz,2.55,2024,SERPAVI
Mejorada,3.23,2024,SERPAVI
Menasalbas,2.39,2024,SERPAVI
Méntrida,5.88,2024,SERPAVI
Miguel Esteban,3.55,2024,SERPAVI
Mocejón,5.11,2024,SERPAVI
Mora,4.27,2024,SERPAVI
Nambroca,5.15,2024,SERPAVI
Navahermosa,2.98,2024,SERPAVI
Navalcán,1.93,2022,SERPAVI
"Navalmorales, Los",2.08,2024,SERPAVI
"Navalucillos, Los",2.82,2024,SERPAVI
Noblejas,5.48,2024,SERPAVI
Noez,2.78,2024,SERPAVI
Nombela,2.64,2024,SERPAVI
Novés,5.31,2024,SERPAVI
Numancia de la Sagra,6.95,2024,SERPAVI
Ocaña,6.38,2024,SERPAVI
Olías del Rey,5.82,2024,SERPAVI
Ontígola,8.21,2024,SERPAVI
Orgaz,2.05,2024,SERPAVI
Oropesa,4.23,2024,SERPAVI
Otero,3.78,2024,SERPAVI
Palomeque,4.93,2024,SERPAVI
Pantoja,5.72,2024,SERPAVI
Pepino,4.55,2024,SERPAVI
Polán,3.47,2024,SERPAVI
Portillo de Toledo,4.72,2024,SERPAVI
"Puebla de Almoradiel, La",2.07,2024,SERPAVI
"Puebla de Montalbán, La",3.49,2024,SERPAVI
"Pueblanueva, La",2.9,2024,SERPAVI
"Puente del Arzobispo, El",2.33,2024,SERPAVI
Pulgar,4.39,2024,SERPAVI
Quintanar de la Orden,3.68,2024,SERPAVI
Quismondo,3.63,2024,SERPAVI
"Real de San Vicente, El",2.84,2024,SERPAVI
Recas,5.63,2024,SERPAVI
Rielves,2.92,2024,SERPAVI
San Martín de Montalbán,2.58,2024,SERPAVI
San Pablo de los Montes,2.1,2024,SERPAVI
San Román de los Montes,3.61,2024,SERPAVI
Santa Cruz de la Zarza,3.2,2024,SERPAVI
Santa Cruz del Retamar,5.38,2024,SERPAVI
Santa Olalla,4.48,2024,SERPAVI
Segurilla,3.14,2024,SERPAVI
Seseña,6.79,2024,SERPAVI
Sonseca,3.73,2024,SERPAVI
Talavera de la Reina,5.16,2024,SERPAVI
Tembleque,3.5,2024,SERPAVI
"Toboso, El",1.89,2024,SERPAVI
Toledo,7.33,2024,SERPAVI
"Torre de Esteban Hambrán, La",4.6,2024,SERPAVI
Torrijos,4.95,2024,SERPAVI
Turleque,1.85,2024,SERPAVI
Ugena,7.74,2024,SERPAVI
Urda,2.08,2024,SERPAVI
Valmojado,5.84,2024,SERPAVI
Velada,2.82,2024,SERPAVI
"Ventas con Peña Aguilera, Las",1.92,2024,SERPAVI
"Ventas de Retamosa, Las",5.43,2024,SERPAVI
Villacañas,3.98,2024,SERPAVI
"Villa de Don Fadrique, La",2.36,2024,SERPAVI
Villafranca de los Caballeros,3.81,2024,SERPAVI
Villaluenga de la Sagra,5.31,2024,SERPAVI
Villamiel de Toledo,5.88,2024,SERPAVI
Villaminaya,2.04,2024,SERPAVI
Villanueva de Alcardete,2.24,2024,SERPAVI
Villarrubia de Santiago,2.42,2024,SERPAVI
Villaseca de la Sagra,4.71,2024,SERPAVI
Villasequilla,4.62,2024,SERPAVI
Villatobas,5.1,2024,SERPAVI
"Viso de San Juan, El",6.43,2024,SERPAVI
"Yébenes, Los",3.84,2024,SERPAVI
Yeles,8.25,2024,SERPAVI
Yepes,5.45,2024,SERPAVI
Yuncler,6.14,2024,SERPAVI
Yunclillos,4.32,2024,SERPAVI
Yuncos,6.82,2024,SERPAVI
Santo Domingo-Caudilla,5.9,2024,SERPAVI
Ademuz,2.03,2024,SERPAVI
Ador,5.26,2024,SERPAVI
Atzeneta d'Albaida,2.91,2024,SERPAVI
Agullent,3.13,2024,SERPAVI
Alaquàs,6.15,2024,SERPAVI
Albaida,3.44,2024,SERPAVI
Albal,5.67,2024,SERPAVI
Albalat de la Ribera,3.54,2024,SERPAVI
Albalat dels Sorells,5.89,2024,SERPAVI
Albalat dels Tarongers,5.24,2024,SERPAVI
Alberic,3.54,2024,SERPAVI
Alborache,3.94,2024,SERPAVI
Alboraya,8.09,2024,SERPAVI
Albuixech,5.95,2024,SERPAVI
Alcàsser,4.8,2024,SERPAVI
Alcàntera de Xúquer,3.21,2024,SERPAVI
Alzira,4.64,2024,SERPAVI
"Alcúdia, l'",4.11,2024,SERPAVI
"Alcúdia de Crespins, l'",3.39,2024,SERPAVI
Aldaia,5.95,2024,SERPAVI
Alfafar,5.82,2024,SERPAVI
Alfara de la Baronia,2.58,2024,SERPAVI
Alfara del Patriarca,7.81,2024,SERPAVI
Alfarp,3.87,2024,SERPAVI
Alfarrasí,2.88,2024,SERPAVI
Algar de Palancia,3.43,2024,SERPAVI
Algemesí,4.0,2024,SERPAVI
Algimia de Alfara,4.26,2024,SERPAVI
Alginet,4.47,2024,SERPAVI
Almàssera,6.17,2024,SERPAVI
Almoines,5.24,2024,SERPAVI
Almussafes,4.45,2024,SERPAVI
"Alqueria de la Comtessa, l'",3.72,2024,SERPAVI
Anna,2.67,2024,SERPAVI
Antella,2.7,2024,SERPAVI
Aielo de Malferit,3.23,2024,SERPAVI
Ayora,3.18,2024,SERPAVI
Barx,3.44,2024,SERPAVI
Bellreguard,4.62,2024,SERPAVI
Benaguasil,5.0,2024,SERPAVI
Benavites,5.37,2023,SERPAVI
Beneixida,3.9,2024,SERPAVI
Benetússer,6.11,2024,SERPAVI
Beniarjó,4.42,2024,SERPAVI
Benifairó de les Valls,4.32,2024,SERPAVI
Benifairó de la Valldigna,2.85,2024,SERPAVI
Benifaió,4.64,2024,SERPAVI
Beniflá,4.18,2022,SERPAVI
Benigánim,3.06,2024,SERPAVI
Benimodo,4.17,2024,SERPAVI
Benimuslem,4.02,2024,SERPAVI
Beniparrell,5.1,2024,SERPAVI
Benirredrà,5.39,2024,SERPAVI
Benisanó,4.52,2024,SERPAVI
Benissoda,4.52,2023,SERPAVI
Bétera,6.07,2024,SERPAVI
Bocairent,3.66,2024,SERPAVI
Bolbaite,2.66,2024,SERPAVI
Bonrepòs i Mirambell,6.34,2024,SERPAVI
Bugarra,2.5,2024,SERPAVI
Buñol,4.07,2024,SERPAVI
Burjassot,6.33,2024,SERPAVI
Calles,3.95,2024,SERPAVI
Camporrobles,3.16,2024,SERPAVI
Canals,3.51,2024,SERPAVI
Canet d'En Berenguer,8.33,2024,SERPAVI
Carcaixent,4.33,2024,SERPAVI
Càrcer,3.19,2024,SERPAVI
Carlet,4.21,2024,SERPAVI
Casinos,4.38,2024,SERPAVI
Castelló de Rugat,2.62,2024,SERPAVI
Catadau,3.83,2024,SERPAVI
Catarroja,5.71,2024,SERPAVI
Cerdà,3.53,2022,SERPAVI
Cofrentes,2.54,2020,SERPAVI
Corbera,3.45,2024,SERPAVI
Quart de Poblet,6.15,2024,SERPAVI
Quartell,4.33,2024,SERPAVI
Quatretonda,1.72,2024,SERPAVI
Cullera,5.9,2024,SERPAVI
Chelva,3.81,2024,SERPAVI
Chella,2.64,2024,SERPAVI
Chera,3.51,2024,SERPAVI
Cheste,4.29,2024,SERPAVI
Xirivella,6.06,2024,SERPAVI
Chiva,4.53,2024,SERPAVI
Chulilla,3.26,2024,SERPAVI
Daimús,7.06,2024,SERPAVI
Domeño,4.17,2024,SERPAVI
"Eliana, l'",7.59,2024,SERPAVI
Emperador,6.94,2024,SERPAVI
Enguera,3.55,2024,SERPAVI
Estivella,4.12,2024,SERPAVI
Faura,4.43,2024,SERPAVI
Favara,4.42,2024,SERPAVI
Fontanars dels Alforins,2.4,2024,SERPAVI
Fortaleny,3.11,2022,SERPAVI
Foios,5.96,2024,SERPAVI
"Font d'En Carròs, la",3.71,2024,SERPAVI
"Font de la Figuera, la",2.49,2024,SERPAVI
Gavarda,2.94,2024,SERPAVI
Gandia,5.22,2024,SERPAVI
Genovés,3.09,2024,SERPAVI
Gilet,5.11,2024,SERPAVI
Godella,6.25,2024,SERPAVI
Godelleta,3.57,2024,SERPAVI
Guadassuar,3.6,2024,SERPAVI
Guardamar de la Safor,7.59,2024,SERPAVI
Jalance,2.72,2024,SERPAVI
Xeraco,4.25,2024,SERPAVI
Xàtiva,4.66,2024,SERPAVI
Xeresa,4.93,2024,SERPAVI
Llíria,4.4,2024,SERPAVI
Loriguilla,8.26,2024,SERPAVI
Losa del Obispo,3.31,2024,SERPAVI
Llutxent,2.47,2024,SERPAVI
Llanera de Ranes,2.62,2024,SERPAVI
Llaurí,4.03,2024,SERPAVI
Llombai,3.62,2024,SERPAVI
"Llosa de Ranes, la",3.19,2024,SERPAVI
Macastre,3.22,2024,SERPAVI
Manises,6.4,2024,SERPAVI
Manuel,3.81,2024,SERPAVI
Marines,4.61,2024,SERPAVI
Massalavés,3.64,2024,SERPAVI
Massalfassar,5.97,2024,SERPAVI
Massamagrell,5.87,2024,SERPAVI
Massanassa,5.89,2024,SERPAVI
Meliana,6.11,2024,SERPAVI
Miramar,5.48,2024,SERPAVI
Mislata,6.62,2024,SERPAVI
Mogente/Moixent,3.01,2024,SERPAVI
Moncada,6.69,2024,SERPAVI
Montserrat,4.69,2024,SERPAVI
Montaverner,3.22,2024,SERPAVI
Montroy,4.27,2024,SERPAVI
Museros,6.19,2024,SERPAVI
Náquera,6.25,2024,SERPAVI
Navarrés,2.78,2024,SERPAVI
Novelé/Novetlè,3.92,2021,SERPAVI
Oliva,4.39,2024,SERPAVI
Olocau,5.64,2024,SERPAVI
"Olleria, l'",3.34,2024,SERPAVI
Ontinyent,4.12,2024,SERPAVI
Paiporta,6.13,2024,SERPAVI
Palma de Gandía,4.3,2024,SERPAVI
